Species;Latitude;Longitude
Boophis doulioti;-22.2167;43.33
Heterixalus luteostriatus;-22.2167;43.33
Laliostoma labrosum;-22.2167;43.33
Ptychadena mascareniensis;-22.2167;43.33
Scaphiophryne brevis;-22.2167;43.33
Boophis doulioti;-21.875;43.3767
Heterixalus luteostriatus;-21.875;43.3767
Laliostoma labrosum;-21.875;43.3767
Ptychadena mascareniensis;-21.875;43.3767
Scaphiophryne brevis;-21.875;43.3767
Boophis doulioti;-22.8;43.4333
Heterixalus luteostriatus;-22.8;43.4333
Laliostoma labrosum;-22.8;43.4333
Ptychadena mascareniensis;-22.8;43.4333
Scaphiophryne brevis;-22.8;43.4333
Boophis doulioti;-22.265;43.4783
Heterixalus luteostriatus;-22.265;43.4783
Laliostoma labrosum;-22.265;43.4783
Ptychadena mascareniensis;-22.265;43.4783
Scaphiophryne brevis;-22.265;43.4783
Boophis doulioti;-22.7783;43.5233
Heterixalus luteostriatus;-22.7783;43.5233
Laliostoma labrosum;-22.7783;43.5233
Ptychadena mascareniensis;-22.7783;43.5233
Scaphiophryne brevis;-22.7783;43.5233
Laliostoma labrosum;-23.11849;43.60981
Scaphiophryne brevis;-23.141643;43.614636
Scaphiophryne brevis;-23.141643;43.614636
Scaphiophryne brevis;-23.1203;43.6156
Scaphiophryne brevis;-23.1203;43.6156
Laliostoma labrosum;-23.15;43.6167
Scaphiophryne brevis;-23.15;43.6167
Laliostoma labrosum;-23.15;43.617
Laliostoma labrosum;-23.15;43.617
Laliostoma labrosum;-23.15;43.617
Boophis doulioti;-23.13686;43.61907
Boophis doulioti;-23.13686;43.61907
Scaphiophryne brevis;-23.1266;43.634
Scaphiophryne brevis;-23.6554;43.6501
Scaphiophryne brevis;-23.6554;43.6501
Boophis doulioti;-21.8667;43.66
Heterixalus luteostriatus;-21.8667;43.66
Laliostoma labrosum;-21.8667;43.66
Ptychadena mascareniensis;-21.8667;43.66
Scaphiophryne brevis;-21.8667;43.66
Ptychadena mascareniensis;-23.3537;43.6633
Boophis doulioti;-23.35;43.6667
Boophis doulioti;-23.35;43.6667
Boophis doulioti;-23.35;43.6667
Boophis doulioti;-23.35;43.6667
Ptychadena mascareniensis;-23.35;43.6667
Ptychadena mascareniensis;-23.35;43.6667
Ptychadena mascareniensis;-23.35;43.6667
Ptychadena mascareniensis;-23.35;43.6667
Ptychadena mascareniensis;-23.35;43.6667
Ptychadena mascareniensis;-23.35;43.6667
Ptychadena mascareniensis;-23.35;43.6667
Ptychadena mascareniensis;-23.35;43.6667
Ptychadena mascareniensis;-23.35;43.6667
Ptychadena mascareniensis;-23.35;43.6667
Ptychadena mascareniensis;-23.35;43.6667
Ptychadena mascareniensis;-23.35;43.6667
Ptychadena mascareniensis;-23.35;43.6667
Ptychadena mascareniensis;-23.35;43.6667
Ptychadena mascareniensis;-23.35;43.6667
Ptychadena mascareniensis;-23.35;43.6667
Ptychadena mascareniensis;-23.35;43.6667
Ptychadena mascareniensis;-23.35;43.6667
Ptychadena mascareniensis;-23.35;43.6667
Ptychadena mascareniensis;-23.35;43.6667
Scaphiophryne brevis;-23.35;43.6667
Ptychadena mascareniensis;-23.35;43.68
Scaphiophryne brevis;-23.35;43.68
Laliostoma labrosum;-23.39488;43.73742
Laliostoma labrosum;-23.39488;43.73742
Laliostoma labrosum;-23.39488;43.73742
Laliostoma labrosum;-23.39488;43.73742
Laliostoma labrosum;-23.39488;43.73742
Laliostoma labrosum;-23.39488;43.73742
Laliostoma labrosum;-23.39488;43.73742
Laliostoma labrosum;-23.39488;43.73742
Laliostoma labrosum;-23.39488;43.73742
Laliostoma labrosum;-23.39488;43.73742
Laliostoma labrosum;-23.39488;43.73742
Laliostoma labrosum;-23.39488;43.73742
Laliostoma labrosum;-23.39488;43.73742
Laliostoma labrosum;-23.39488;43.73742
Laliostoma labrosum;-23.39488;43.73742
Laliostoma labrosum;-23.39488;43.73742
Laliostoma labrosum;-23.39488;43.73742
Laliostoma labrosum;-23.39488;43.73742
Laliostoma labrosum;-23.39488;43.73742
Dyscophus insularis;-24.05;43.75
Laliostoma labrosum;-24.05;43.75
Ptychadena mascareniensis;-24.05;43.75
Scaphiophryne brevis;-24.05;43.75
Scaphiophryne brevis;-23.4135;43.7548
Scaphiophryne brevis;-23.4135;43.7548
Scaphiophryne brevis;-23.4135;43.7548
Scaphiophryne brevis;-23.4135;43.7548
Scaphiophryne brevis;-23.4135;43.7548
Scaphiophryne brevis;-23.4135;43.7548
Scaphiophryne brevis;-23.4135;43.7548
Scaphiophryne brevis;-23.4135;43.7548
Scaphiophryne brevis;-23.4135;43.7548
Scaphiophryne brevis;-23.4135;43.7548
Scaphiophryne brevis;-23.4135;43.7548
Scaphiophryne brevis;-23.4135;43.7548
Scaphiophryne brevis;-23.4135;43.7548
Scaphiophryne brevis;-23.4135;43.7548
Scaphiophryne brevis;-23.4135;43.7548
Dyscophus insularis;-24.1883;43.765
Laliostoma labrosum;-24.1883;43.765
Ptychadena mascareniensis;-24.1883;43.765
Scaphiophryne brevis;-24.1883;43.765
Scaphiophryne brevis;-23.5975;43.7886
Scaphiophryne brevis;-23.5975;43.7886
Scaphiophryne brevis;-23.5975;43.7886
Scaphiophryne brevis;-23.5975;43.7886
Dyscophus insularis;-24.1113;43.839
Ptychadena mascareniensis;-24.1113;43.839
Ptychadena mascareniensis;-24.3983;43.8467
Scaphiophryne brevis;-24.3983;43.8467
Boophis xerophilus;-20.9433;43.8717
Dyscophus insularis;-20.9433;43.8717
Heterixalus carbonei;-20.9433;43.8717
Laliostoma labrosum;-20.9433;43.8717
Scaphiophryne brevis;-20.9433;43.8717
Scaphiophryne obscura;-20.9433;43.8717
Laliostoma labrosum;-21.453;43.875
Laliostoma labrosum;-21.453;43.875
Dyscophus insularis;-24.0083;43.8983
Laliostoma labrosum;-24.0083;43.8983
Ptychadena mascareniensis;-24.0083;43.8983
Scaphiophryne brevis;-24.0083;43.8983
Laliostoma labrosum;-21.779;43.978
Laliostoma labrosum;-21.779;43.978
Dyscophus insularis;-21.78;43.9783
Dyscophus insularis;-21.78;43.9783
Dyscophus insularis;-21.78;43.9783
Dyscophus insularis;-21.78;43.9783
Dyscophus insularis;-21.78;43.9783
Dyscophus insularis;-21.78;43.9783
Dyscophus insularis;-21.78;43.9783
Dyscophus insularis;-21.78;43.9783
Heterixalus luteostriatus;-21.78;43.9783
Heterixalus luteostriatus;-21.78;43.9783
Heterixalus luteostriatus;-21.78;43.9783
Heterixalus luteostriatus;-21.78;43.9783
Heterixalus luteostriatus;-21.78;43.9783
Laliostoma labrosum;-21.78;43.9783
Laliostoma labrosum;-21.78;43.9783
Laliostoma labrosum;-21.78;43.9783
Laliostoma labrosum;-21.78;43.9783
Laliostoma labrosum;-21.78;43.9783
Ptychadena mascareniensis;-21.78;43.9783
Ptychadena mascareniensis;-21.78;43.9783
Ptychadena mascareniensis;-21.78;43.9783
Ptychadena mascareniensis;-21.78;43.9783
Ptychadena mascareniensis;-21.78;43.9783
Scaphiophryne brevis;-21.78;43.9783
Scaphiophryne brevis;-21.78;43.9783
Scaphiophryne brevis;-21.78;43.9783
Scaphiophryne brevis;-21.78;43.9783
Scaphiophryne brevis;-21.78;43.9783
Laliostoma labrosum;-23.2833;43.9833
Dyscophus insularis;-20.73597;44.00874
Dyscophus insularis;-20.73597;44.00874
Dyscophus insularis;-20.73597;44.00874
Scaphiophryne brevis;-20.73597;44.00874
Ptychadena mascareniensis;-24.7367;44.03
Scaphiophryne brevis;-24.7367;44.03
Laliostoma labrosum;-21.946;44.046
Laliostoma labrosum;-21.946;44.046
Laliostoma labrosum;-21.946;44.046
Laliostoma labrosum;-21.9467;44.0467
Laliostoma labrosum;-21.9467;44.0467
Laliostoma labrosum;-21.9467;44.0467
Laliostoma labrosum;-21.9467;44.0467
Laliostoma labrosum;-21.9467;44.0467
Laliostoma labrosum;-21.9467;44.0467
Mantella betsileo;-21.9467;44.0467
Mantella betsileo;-21.9467;44.0467
Mantella betsileo;-21.9467;44.0467
Mantella betsileo;-21.9467;44.0467
Mantella betsileo;-21.9467;44.0467
Mantidactylus mahery;-21.9467;44.0467
Mantidactylus mahery;-21.9467;44.0467
Mantidactylus mahery;-21.9467;44.0467
Mantidactylus mahery;-21.9467;44.0467
Mantidactylus mahery;-21.9467;44.0467
Mantidactylus mahery;-21.9467;44.0467
Mantidactylus mahery;-21.9467;44.0467
Mantidactylus mahery;-21.9467;44.0467
Mantidactylus mahery;-21.9467;44.0467
Ptychadena mascareniensis;-21.9467;44.0467
Ptychadena mascareniensis;-21.9467;44.0467
Ptychadena mascareniensis;-21.9467;44.0467
Ptychadena mascareniensis;-21.9467;44.0467
Ptychadena mascareniensis;-21.9467;44.0467
Ptychadena mascareniensis;-21.9467;44.0467
Ptychadena mascareniensis;-21.9467;44.0467
Scaphiophryne brevis;-21.9467;44.0467
Scaphiophryne brevis;-21.9467;44.0467
Scaphiophryne brevis;-21.9467;44.0467
Scaphiophryne brevis;-21.9467;44.0467
Scaphiophryne brevis;-21.9467;44.0467
Scaphiophryne brevis;-21.9467;44.0467
Boophis doulioti;-23.4667;44.05
Boophis doulioti;-23.4667;44.05
Laliostoma labrosum;-23.4667;44.05
Ptychadena mascareniensis;-23.4667;44.05
Ptychadena mascareniensis;-23.4667;44.05
Boophis doulioti;-23.5;44.0667
Laliostoma labrosum;-23.5;44.0667
Ptychadena mascareniensis;-23.5;44.0667
Scaphiophryne brevis;-23.5;44.0667
Blommersia bara;-17.5333;44.0833
Boophis doulioti;-17.5333;44.0833
Boophis occidentalis;-17.5333;44.0833
Dyscophus insularis;-17.5333;44.0833
Heterixalus luteostriatus;-17.5333;44.0833
Heterixalus tricolor;-17.5333;44.0833
Laliostoma labrosum;-17.5333;44.0833
Mantella betsileo;-17.5333;44.0833
Ptychadena mascareniensis;-17.5333;44.0833
Scaphiophryne obscura;-17.5333;44.0833
Boophis xerophilus;-20.7883;44.1017
Dyscophus insularis;-20.7883;44.1017
Heterixalus carbonei;-20.7883;44.1017
Laliostoma labrosum;-20.7883;44.1017
Scaphiophryne brevis;-20.7883;44.1017
Scaphiophryne obscura;-20.7883;44.1017
Boophis xerophilus;-20.79;44.1467
Dyscophus insularis;-20.79;44.1467
Heterixalus carbonei;-20.79;44.1467
Laliostoma labrosum;-20.79;44.1467
Scaphiophryne brevis;-20.79;44.1467
Scaphiophryne obscura;-20.79;44.1467
Boophis doulioti;-23.525;44.1533
Laliostoma labrosum;-23.525;44.1533
Ptychadena mascareniensis;-23.525;44.1533
Ptychadena mascareniensis;-23.525;44.1533
Ptychadena mascareniensis;-23.525;44.1533
Ptychadena mascareniensis;-23.525;44.1533
Ptychadena mascareniensis;-23.525;44.1533
Ptychadena mascareniensis;-23.525;44.1533
Scaphiophryne brevis;-23.525;44.1533
Ptychadena mascareniensis;-23.5167;44.1667
Scaphiophryne brevis;-23.5167;44.1667
Boophis occidentalis;-22.66666667;44.17083333
Boophis xerophilus;-20.695;44.1983
Dyscophus insularis;-20.695;44.1983
Heterixalus carbonei;-20.695;44.1983
Laliostoma labrosum;-20.695;44.1983
Scaphiophryne brevis;-20.695;44.1983
Scaphiophryne obscura;-20.695;44.1983
Laliostoma labrosum;-24.25;44.2667
Ptychadena mascareniensis;-24.25;44.2667
Boophis doulioti;-20.2333;44.3333
Boophis doulioti;-20.2333;44.3333
Heterixalus luteostriatus;-20.2333;44.3333
Mantella betsileo;-20.2333;44.3333
Mantella betsileo;-20.2333;44.3333
Mantella betsileo;-20.2333;44.3333
Mantella betsileo;-20.2333;44.3333
Boophis doulioti;-23.5;44.3333
Laliostoma labrosum;-18.773;44.37
Ptychadena mascareniensis;-16.7333;44.4667
Laliostoma labrosum;-18.778;44.47
Scaphiophryne brevis;-25.12;44.47
Aglyptodactylus securifer;-16.525;44.49
Aglyptodactylus securifer;-16.525;44.49
Boophis doulioti;-16.525;44.49
Heterixalus luteostriatus;-16.525;44.49
Laliostoma labrosum;-16.525;44.49
Mantella betsileo;-16.525;44.49
Ptychadena mascareniensis;-16.525;44.49
Aglyptodactylus securifer;-18.0236;44.5022
Boophis doulioti;-18.0236;44.5022
Boophis tampoka;-18.0236;44.5022
Boophis tampoka;-18.0236;44.5022
Dyscophus insularis;-18.0236;44.5022
Gephyromantis atsingy;-18.0236;44.5022
Heterixalus luteostriatus;-18.0236;44.5022
Laliostoma labrosum;-18.0236;44.5022
Mantella betsileo;-18.0236;44.5022
Mantidactylus mahery;-18.0236;44.5022
Mantidactylus mahery;-18.0236;44.5022
Mantidactylus mahery;-18.0236;44.5022
Mantidactylus mahery;-18.0236;44.5022
Mantidactylus mahery;-18.0236;44.5022
Mantidactylus mahery;-18.0236;44.5022
Ptychadena mascareniensis;-18.0236;44.5022
Ptychadena mascareniensis;-18.0236;44.5022
Scaphiophryne obscura;-18.0236;44.5022
Aglyptodactylus securifer;-18.0292;44.5042
Aglyptodactylus securifer;-18.0292;44.5042
Aglyptodactylus securifer;-18.0292;44.5042
Aglyptodactylus securifer;-18.0292;44.5042
Laliostoma labrosum;-18.0292;44.5042
Mantella betsileo;-18.0292;44.5042
Mantella betsileo;-18.0292;44.5042
Mantella betsileo;-18.0292;44.5042
Scaphiophryne obscura;-18.0292;44.5042
Scaphiophryne obscura;-18.0292;44.5042
Scaphiophryne obscura;-18.0292;44.5042
Gephyromantis atsingy;-18.0277;44.5043
Anilany helenae;-18.0519;44.5181
Anilany helenae;-18.0519;44.5181
Boophis doulioti;-18.0519;44.5181
Boophis doulioti;-18.0519;44.5181
Boophis occidentalis;-18.0519;44.5181
Boophis occidentalis;-18.0519;44.5181
Gephyromantis atsingy;-18.0519;44.5181
Laliostoma labrosum;-18.0519;44.5181
Mantella betsileo;-18.0519;44.5181
Mantidactylus mahery;-18.0519;44.5181
Plethodontohyla fonetana;-18.0519;44.5181
Plethodontohyla fonetana;-18.0519;44.5181
Dyscophus insularis;-20.1333;44.55
Dyscophus insularis;-20.1333;44.55
Laliostoma labrosum;-20.1333;44.55
Boophis doulioti;-19.9286;44.5564
Boophis xerophilus;-19.9286;44.5564
Heterixalus luteostriatus;-19.9286;44.5564
Heterixalus tricolor;-19.9286;44.5564
Laliostoma labrosum;-19.9286;44.5564
Ptychadena mascareniensis;-19.9286;44.5564
Scaphiophryne brevis;-19.9286;44.5564
Boophis doulioti;-20.0586;44.5661
Boophis xerophilus;-20.0586;44.5661
Laliostoma labrosum;-20.0586;44.5661
Ptychadena mascareniensis;-20.0586;44.5661
Scaphiophryne brevis;-20.0586;44.5661
Laliostoma labrosum;-18.532;44.593
Laliostoma labrosum;-18.532;44.593
Ptychadena mascareniensis;-22.83;44.6
Boophis doulioti;-22.8333;44.6
Mantidactylus mahery;-22.8333;44.6
Ptychadena mascareniensis;-22.8333;44.6
Ptychadena mascareniensis;-18.6667;44.6167
Laliostoma labrosum;-19.75;44.6167
Mantella betsileo;-19.75;44.6167
Ptychadena mascareniensis;-19.75;44.6167
Boophis doulioti;-23.6533;44.625
Boophis doulioti;-23.6533;44.625
Boophis xerophilus;-23.6533;44.625
Boophis xerophilus;-23.6533;44.625
Boophis doulioti;-18.6817;44.6258
Laliostoma labrosum;-18.6817;44.6258
Aglyptodactylus laticeps;-20.101;44.6279
Boophis doulioti;-20.101;44.6279
Boophis xerophilus;-20.101;44.6279
Dyscophus insularis;-20.101;44.6279
Heterixalus luteostriatus;-20.101;44.6279
Laliostoma labrosum;-20.101;44.6279
Mantella betsileo;-20.101;44.6279
Scaphiophryne brevis;-20.101;44.6279
Scaphiophryne obscura;-20.101;44.6279
Ptychadena mascareniensis;-23.644539;44.634474
Aglyptodactylus laticeps;-19.8067;44.6349
Blommersia bara;-19.8067;44.6349
Boophis doulioti;-19.8067;44.6349
Boophis xerophilus;-19.8067;44.6349
Dyscophus insularis;-19.8067;44.6349
Heterixalus carbonei;-19.8067;44.6349
Heterixalus luteostriatus;-19.8067;44.6349
Heterixalus tricolor;-19.8067;44.6349
Laliostoma labrosum;-19.8067;44.6349
Mantella betsileo;-19.8067;44.6349
Aglyptodactylus laticeps;-19.87;44.645
Aglyptodactylus securifer;-19.87;44.645
Boophis doulioti;-19.87;44.645
Boophis xerophilus;-19.87;44.645
Dyscophus insularis;-19.87;44.645
Heterixalus carbonei;-19.87;44.645
Heterixalus luteostriatus;-19.87;44.645
Heterixalus tricolor;-19.87;44.645
Laliostoma labrosum;-19.87;44.645
Mantella betsileo;-19.87;44.645
Ptychadena mascareniensis;-19.87;44.645
Scaphiophryne brevis;-19.87;44.645
Scaphiophryne menabensis;-19.87;44.645
Scaphiophryne obscura;-19.87;44.645
Laliostoma labrosum;-24.542;44.647
Laliostoma labrosum;-24.542;44.647
Laliostoma labrosum;-24.542;44.647
Laliostoma labrosum;-24.542;44.647
Laliostoma labrosum;-24.542;44.647
Laliostoma labrosum;-24.54167;44.64722
Laliostoma labrosum;-24.54167;44.64722
Laliostoma labrosum;-24.5389;44.6486
Ptychadena mascareniensis;-20.03333;44.65
Aglyptodactylus laticeps;-20.05;44.65
Aglyptodactylus laticeps;-20.05;44.65
Aglyptodactylus laticeps;-20.05;44.65
Aglyptodactylus laticeps;-20.05;44.65
Aglyptodactylus laticeps;-20.05;44.65
Aglyptodactylus laticeps;-20.05;44.65
Aglyptodactylus laticeps;-20.05;44.65
Aglyptodactylus laticeps;-20.05;44.65
Aglyptodactylus laticeps;-20.05;44.65
Aglyptodactylus laticeps;-20.05;44.65
Aglyptodactylus laticeps;-20.05;44.65
Aglyptodactylus laticeps;-20.05;44.65
Aglyptodactylus securifer;-20.05;44.65
Aglyptodactylus securifer;-20.05;44.65
Aglyptodactylus securifer;-20.05;44.65
Aglyptodactylus securifer;-20.05;44.65
Aglyptodactylus securifer;-20.05;44.65
Aglyptodactylus securifer;-20.05;44.65
Blommersia bara;-20.05;44.65
Boophis doulioti;-20.05;44.65
Boophis doulioti;-20.05;44.65
Boophis doulioti;-20.05;44.65
Boophis doulioti;-20.05;44.65
Boophis xerophilus;-20.05;44.65
Boophis xerophilus;-20.05;44.65
Boophis xerophilus;-20.05;44.65
Boophis xerophilus;-20.05;44.65
Boophis xerophilus;-20.05;44.65
Boophis xerophilus;-20.05;44.65
Boophis xerophilus;-20.05;44.65
Dyscophus insularis;-20.05;44.65
Dyscophus insularis;-20.05;44.65
Dyscophus insularis;-20.05;44.65
Heterixalus carbonei;-20.05;44.65
Heterixalus carbonei;-20.05;44.65
Heterixalus luteostriatus;-20.05;44.65
Heterixalus luteostriatus;-20.05;44.65
Heterixalus luteostriatus;-20.05;44.65
Heterixalus tricolor;-20.05;44.65
Heterixalus tricolor;-20.05;44.65
Heterixalus tricolor;-20.05;44.65
Laliostoma labrosum;-20.05;44.65
Laliostoma labrosum;-20.05;44.65
Laliostoma labrosum;-20.05;44.65
Laliostoma labrosum;-20.05;44.65
Mantella betsileo;-20.05;44.65
Mantella betsileo;-20.05;44.65
Mantella betsileo;-20.05;44.65
Ptychadena mascareniensis;-20.05;44.65
Ptychadena mascareniensis;-20.05;44.65
Scaphiophryne brevis;-20.05;44.65
Scaphiophryne brevis;-20.05;44.65
Scaphiophryne brevis;-20.05;44.65
Scaphiophryne menabensis;-20.05;44.65
Scaphiophryne menabensis;-20.05;44.65
Scaphiophryne menabensis;-20.05;44.65
Scaphiophryne menabensis;-20.05;44.65
Scaphiophryne menabensis;-20.05;44.65
Scaphiophryne menabensis;-20.05;44.65
Scaphiophryne menabensis;-20.05;44.65
Scaphiophryne menabensis;-20.05;44.65
Scaphiophryne obscura;-20.05;44.65
Scaphiophryne obscura;-20.05;44.65
Scaphiophryne obscura;-20.05;44.65
Scaphiophryne menabensis;-20.06832;44.6567
Scaphiophryne brevis;-20.0674;44.6569
Scaphiophryne obscura;-20.0674;44.6569
Scaphiophryne obscura;-20.0674;44.6569
Scaphiophryne obscura;-20.0674;44.6569
Scaphiophryne obscura;-20.0674;44.6569
Scaphiophryne obscura;-20.0674;44.6569
Scaphiophryne obscura;-20.0674;44.6569
Scaphiophryne obscura;-20.0674;44.6569
Scaphiophryne obscura;-20.0674;44.6569
Scaphiophryne obscura;-20.0674;44.6569
Scaphiophryne obscura;-20.0674;44.6569
Laliostoma labrosum;-20.067;44.657
Laliostoma labrosum;-20.067;44.657
Laliostoma labrosum;-20.067;44.657
Laliostoma labrosum;-20.067;44.657
Laliostoma labrosum;-20.067;44.657
Laliostoma labrosum;-20.067;44.657
Laliostoma labrosum;-20.067;44.657
Laliostoma labrosum;-20.067;44.657
Laliostoma labrosum;-20.067;44.657
Laliostoma labrosum;-20.067;44.657
Laliostoma labrosum;-20.067;44.657
Laliostoma labrosum;-20.067;44.657
Laliostoma labrosum;-20.067;44.657
Laliostoma labrosum;-20.067;44.657
Laliostoma labrosum;-20.067;44.657
Laliostoma labrosum;-20.067;44.657
Laliostoma labrosum;-20.067;44.657
Aglyptodactylus laticeps;-20.05;44.6667
Aglyptodactylus laticeps;-20.075;44.67222
Aglyptodactylus securifer;-20.075;44.67222
Blommersia bara;-20.075;44.67222
Blommersia bara;-20.075;44.67222
Blommersia bara;-20.075;44.67222
Blommersia bara;-20.075;44.67222
Boophis doulioti;-20.075;44.67222
Boophis xerophilus;-20.075;44.67222
Dyscophus insularis;-20.075;44.67222
Heterixalus carbonei;-20.075;44.67222
Heterixalus luteostriatus;-20.075;44.67222
Heterixalus tricolor;-20.075;44.67222
Heterixalus tricolor;-20.075;44.67222
Heterixalus tricolor;-20.075;44.67222
Heterixalus tricolor;-20.075;44.67222
Laliostoma labrosum;-20.075;44.67222
Mantella betsileo;-20.075;44.67222
Scaphiophryne brevis;-20.075;44.67222
Scaphiophryne menabensis;-20.075;44.67222
Scaphiophryne obscura;-20.075;44.67222
Aglyptodactylus laticeps;-20.0746;44.675
Aglyptodactylus securifer;-20.0746;44.675
Boophis doulioti;-20.0746;44.675
Boophis xerophilus;-20.0746;44.675
Dyscophus insularis;-20.0746;44.675
Heterixalus carbonei;-20.0746;44.675
Heterixalus luteostriatus;-20.0746;44.675
Heterixalus luteostriatus;-20.0746;44.675
Heterixalus tricolor;-20.0746;44.675
Laliostoma labrosum;-20.0746;44.675
Mantella betsileo;-20.0746;44.675
Ptychadena mascareniensis;-20.0746;44.675
Scaphiophryne brevis;-20.0746;44.675
Scaphiophryne menabensis;-20.0746;44.675
Scaphiophryne menabensis;-20.0746;44.675
Scaphiophryne obscura;-20.0746;44.675
Mantella betsileo;-20.0763;44.675
Mantella betsileo;-20.0764;44.675
Mantella betsileo;-20.0764;44.675
Mantella betsileo;-20.0764;44.675
Mantella betsileo;-20.0764;44.675
Mantella betsileo;-20.0764;44.675
Mantella betsileo;-20.0764;44.675
Mantella betsileo;-20.0764;44.675
Aglyptodactylus laticeps;-20.0533;44.6833
Aglyptodactylus securifer;-20.0533;44.6833
Boophis doulioti;-20.0533;44.6833
Boophis xerophilus;-20.0533;44.6833
Boophis xerophilus;-20.0533;44.6833
Boophis xerophilus;-20.0533;44.6833
Boophis xerophilus;-20.0533;44.6833
Boophis xerophilus;-20.0533;44.6833
Dyscophus insularis;-20.0533;44.6833
Heterixalus carbonei;-20.0533;44.6833
Heterixalus luteostriatus;-20.0533;44.6833
Heterixalus tricolor;-20.0533;44.6833
Laliostoma labrosum;-20.0533;44.6833
Mantella betsileo;-20.0533;44.6833
Ptychadena mascareniensis;-20.0533;44.6833
Scaphiophryne brevis;-20.0533;44.6833
Scaphiophryne menabensis;-20.0533;44.6833
Scaphiophryne obscura;-20.0533;44.6833
Scaphiophryne obscura;-18.5833;44.7
Scaphiophryne obscura;-18.5833;44.7
Gephyromantis atsingy;-18.6928;44.71
Scaphiophryne menabensis;-18.6928;44.71
Laliostoma labrosum;-22.843333;44.711666
Laliostoma labrosum;-22.843333;44.711666
Aglyptodactylus laticeps;-18.7417;44.7117
Aglyptodactylus securifer;-18.7417;44.7117
Anilany karsticola;-18.7417;44.7117
Blommersia bara;-18.7417;44.7117
Boophis doulioti;-18.7417;44.7117
Dyscophus insularis;-18.7417;44.7117
Gephyromantis atsingy;-18.7417;44.7117
Heterixalus carbonei;-18.7417;44.7117
Heterixalus carbonei;-18.7417;44.7117
Heterixalus luteostriatus;-18.7417;44.7117
Laliostoma labrosum;-18.7417;44.7117
Mantella betsileo;-18.7417;44.7117
Ptychadena mascareniensis;-18.7417;44.7117
Scaphiophryne brevis;-18.7417;44.7117
Scaphiophryne menabensis;-18.7417;44.7117
Scaphiophryne obscura;-18.7417;44.7117
Mantella ebenaui;-24.6661667;44.7133333
Anilany karsticola;-18.6497;44.7152
Aglyptodactylus securifer;-18.708016;44.71635
Heterixalus carbonei;-18.7080168;44.716358
Scaphiophryne menabensis;-18.708;44.7164
Scaphiophryne menabensis;-18.708;44.7164
Scaphiophryne menabensis;-18.708;44.7164
Scaphiophryne menabensis;-18.708;44.7164
Scaphiophryne menabensis;-18.708;44.7164
Scaphiophryne menabensis;-18.708;44.7164
Scaphiophryne menabensis;-18.708;44.7164
Heterixalus carbonei;-18.7;44.7167
Laliostoma labrosum;-22.8833;44.7167
Aglyptodactylus securifer;-18.7086;44.7172
Aglyptodactylus securifer;-18.7086;44.7172
Aglyptodactylus securifer;-18.7086;44.7172
Aglyptodactylus securifer;-18.7086;44.7172
Aglyptodactylus securifer;-18.7086;44.7172
Aglyptodactylus securifer;-18.7086;44.7172
Aglyptodactylus securifer;-18.7086;44.7172
Aglyptodactylus securifer;-18.7086;44.7172
Aglyptodactylus securifer;-18.7086;44.7172
Aglyptodactylus securifer;-18.7086;44.7172
Aglyptodactylus securifer;-18.7086;44.7172
Anilany karsticola;-18.7086;44.7172
Blommersia bara;-18.7086;44.7172
Blommersia bara;-18.7086;44.7172
Blommersia bara;-18.7086;44.7172
Blommersia bara;-18.7086;44.7172
Blommersia bara;-18.7086;44.7172
Blommersia bara;-18.7086;44.7172
Blommersia bara;-18.7086;44.7172
Blommersia bara;-18.7086;44.7172
Boophis doulioti;-18.7086;44.7172
Boophis doulioti;-18.7086;44.7172
Boophis doulioti;-18.7086;44.7172
Boophis doulioti;-18.7086;44.7172
Boophis doulioti;-18.7086;44.7172
Boophis doulioti;-18.7086;44.7172
Boophis occidentalis;-18.7086;44.7172
Boophis occidentalis;-18.7086;44.7172
Boophis occidentalis;-18.7086;44.7172
Boophis occidentalis;-18.7086;44.7172
Boophis occidentalis;-18.7086;44.7172
Gephyromantis atsingy;-18.7086;44.7172
Gephyromantis atsingy;-18.7086;44.7172
Gephyromantis atsingy;-18.7086;44.7172
Heterixalus carbonei;-18.7086;44.7172
Heterixalus carbonei;-18.7086;44.7172
Heterixalus luteostriatus;-18.7086;44.7172
Laliostoma labrosum;-18.7086;44.7172
Laliostoma labrosum;-18.7086;44.7172
Laliostoma labrosum;-18.7086;44.7172
Laliostoma labrosum;-18.7086;44.7172
Laliostoma labrosum;-18.7086;44.7172
Mantidactylus mahery;-18.7086;44.7172
Mantidactylus mahery;-18.7086;44.7172
Mantidactylus mahery;-18.7086;44.7172
Mantidactylus mahery;-18.7086;44.7172
Ptychadena mascareniensis;-18.7086;44.7172
Scaphiophryne menabensis;-18.7086;44.7172
Scaphiophryne menabensis;-18.7086;44.7172
Scaphiophryne menabensis;-18.7086;44.7172
Aglyptodactylus securifer;-18.70861;44.71889
Anilany karsticola;-18.70861;44.71889
Anilany karsticola;-18.70861;44.71889
Anilany karsticola;-18.70861;44.71889
Blommersia bara;-18.70861;44.71889
Boophis doulioti;-18.70861;44.71889
Gephyromantis atsingy;-18.70861;44.71889
Heterixalus carbonei;-18.70861;44.71889
Heterixalus carbonei;-18.70861;44.71889
Heterixalus carbonei;-18.70861;44.71889
Heterixalus luteostriatus;-18.70861;44.71889
Laliostoma labrosum;-18.70861;44.71889
